"Step","CartPole_flava-full_contrastive_20240425_151959 - global_step","CartPole_flava-full_contrastive_20240425_151959 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151959 - global_step__MAX","CartPole_flava-full_contrastive_20240425_151531 - global_step","CartPole_flava-full_contrastive_20240425_151531 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151531 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MAX","CartPole_flava-full_cosine_20240425_143913 - global_step","CartPole_flava-full_cosine_20240425_143913 - global_step__MIN","CartPole_flava-full_cosine_20240425_143913 - global_step__MAX","CartPole_flava-full_cosine_20240425_142155 - global_step","CartPole_flava-full_cosine_20240425_142155 - global_step__MIN","CartPole_flava-full_cosine_20240425_142155 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MAX"
"855","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","1443200","","","","","","","2812800","2812800","2812800","2812800","2812800","2812800"
"856","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","1444800","","","","","","","2816000","2816000","2816000","2816000","2816000","2816000"
"857","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","1446400","","","","","","","2819200","2819200","2819200","2819200","2819200","2819200"
"858","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","1448000","","","","","","","2822400","2822400","2822400","2822400","2822400","2822400"
"859","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","1449600","","","","","","","2825600","2825600","2825600","2825600","2825600","2825600"
"860","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","1451200","","","","","","","2828800","2828800","2828800","2828800","2828800","2828800"
"861","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","1452800","","","","","","","2832000","2832000","2832000","2832000","2832000","2832000"
"862","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","1454400","","","","","","","2835200","2835200","2835200","2835200","2835200","2835200"
"863","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","1456000","","","","","","","2838400","2838400","2838400","2838400","2838400","2838400"
"864","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","1457600","","","","","","","2841600","2841600","2841600","2841600","2841600","2841600"
"865","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","1459200","","","","","","","2844800","2844800","2844800","2844800","2844800","2844800"
"866","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","1460800","","","","","","","2848000","2848000","2848000","2848000","2848000","2848000"
"867","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","1462400","","","","","","","2851200","2851200","2851200","2851200","2851200","2851200"
"868","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","1464000","","","","","","","2854400","2854400","2854400","2854400","2854400","2854400"
"869","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","1465600","","","","","","","2857600","2857600","2857600","2857600","2857600","2857600"
"870","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","1467200","","","","","","","2860800","2860800","2860800","2860800","2860800","2860800"
"871","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","1468800","","","","","","","2864000","2864000","2864000","2864000","2864000","2864000"
"872","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","1470400","","","","","","","2867200","2867200","2867200","2867200","2867200","2867200"
"873","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","1472000","","","","","","","2870400","2870400","2870400","2870400","2870400","2870400"
"874","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","1473600","","","","","","","2873600","2873600","2873600","2873600","2873600","2873600"
"875","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","1475200","","","","","","","2876800","2876800","2876800","2876800","2876800","2876800"
"876","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","1476800","","","","","","","2880000","2880000","2880000","2880000","2880000","2880000"
"877","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","1478400","","","","","","","2883200","2883200","2883200","2883200","2883200","2883200"
"878","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","1480000","","","","","","","2886400","2886400","2886400","2886400","2886400","2886400"
"879","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","1481600","","","","","","","2889600","2889600","2889600","2889600","2889600","2889600"
"880","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","1483200","","","","","","","2892800","2892800","2892800","2892800","2892800","2892800"
"881","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","1484800","","","","","","","2896000","2896000","2896000","2896000","2896000","2896000"
"882","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","1486400","","","","","","","2899200","2899200","2899200","2899200","2899200","2899200"
"883","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","1488000","","","","","","","2902400","2902400","2902400","2902400","2902400","2902400"
"884","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","1489600","","","","","","","2905600","2905600","2905600","2905600","2905600","2905600"
"885","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","1491200","","","","","","","2908800","2908800","2908800","2908800","2908800","2908800"
"886","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","1492800","","","","","","","2912000","2912000","2912000","2912000","2912000","2912000"
"887","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","1494400","","","","","","","2915200","2915200","2915200","2915200","2915200","2915200"
"888","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","1496000","","","","","","","2918400","2918400","2918400","2918400","2918400","2918400"
"889","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","1497600","","","","","","","2921600","2921600","2921600","2921600","2921600","2921600"
"890","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","1499200","","","","","","","2924800","2924800","2924800","2924800","2924800","2924800"
"891","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","1500800","","","","","","","2928000","2928000","2928000","2928000","2928000","2928000"
"892","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","1502400","","","","","","","2931200","2931200","2931200","2931200","2931200","2931200"
"893","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","1504000","","","","","","","2934400","2934400","2934400","2934400","2934400","2934400"
"894","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","1505600","","","","","","","2937600","2937600","2937600","2937600","2937600","2937600"
"895","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","1507200","","","","","","","2940800","2940800","2940800","2940800","2940800","2940800"
"896","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","1508800","","","","","","","2944000","2944000","2944000","2944000","2944000","2944000"
"897","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","1510400","","","","","","","2947200","2947200","2947200","2947200","2947200","2947200"
"898","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","1512000","","","","","","","2950400","2950400","2950400","2950400","2950400","2950400"
"899","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","1513600","","","","","","","2953600","2953600","2953600","2953600","2953600","2953600"
"900","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","1515200","","","","","","","2956800","2956800","2956800","2956800","2956800","2956800"
"901","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","1516800","","","","","","","2960000","2960000","2960000","2960000","2960000","2960000"
"902","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","1518400","","","","","","","2963200","2963200","2963200","2963200","2963200","2963200"
"903","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","1520000","","","","","","","2966400","2966400","2966400","2966400","2966400","2966400"
"904","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","1521600","","","","","","","2969600","2969600","2969600","2969600","2969600","2969600"
"905","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","1523200","","","","","","","2972800","2972800","2972800","2972800","2972800","2972800"
"906","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","1524800","","","","","","","2976000","2976000","2976000","2976000","2976000","2976000"
"907","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","1526400","","","","","","","2979200","2979200","2979200","2979200","2979200","2979200"
"908","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","1528000","","","","","","","2982400","2982400","2982400","2982400","2982400","2982400"
"909","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","1529600","","","","","","","2985600","2985600","2985600","2985600","2985600","2985600"
"910","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","1531200","","","","","","","2988800","2988800","2988800","2988800","2988800","2988800"
"911","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","1532800","","","","","","","2992000","2992000","2992000","2992000","2992000","2992000"
"912","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","1534400","","","","","","","2995200","2995200","2995200","2995200","2995200","2995200"
"913","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","1536000","","","","","","","2998400","2998400","2998400","2998400","2998400","2998400"
