"Step","CartPole_flava-full_contrastive_20240425_151959 - global_step","CartPole_flava-full_contrastive_20240425_151959 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151959 - global_step__MAX","CartPole_flava-full_contrastive_20240425_151531 - global_step","CartPole_flava-full_contrastive_20240425_151531 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151531 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MAX","CartPole_flava-full_cosine_20240425_143913 - global_step","CartPole_flava-full_cosine_20240425_143913 - global_step__MIN","CartPole_flava-full_cosine_20240425_143913 - global_step__MAX","CartPole_flava-full_cosine_20240425_142155 - global_step","CartPole_flava-full_cosine_20240425_142155 - global_step__MIN","CartPole_flava-full_cosine_20240425_142155 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MAX"
"60","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","171200","460800","460800","460800","460800","460800","460800","268800","268800","268800","268800","268800","268800"
"61","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","172800","467200","467200","467200","467200","467200","467200","272000","272000","272000","272000","272000","272000"
"62","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","174400","473600","473600","473600","473600","473600","473600","275200","275200","275200","275200","275200","275200"
"63","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","176000","480000","480000","480000","480000","480000","480000","278400","278400","278400","278400","278400","278400"
"64","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","177600","486400","486400","486400","486400","486400","486400","281600","281600","281600","281600","281600","281600"
"65","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","179200","492800","492800","492800","492800","492800","492800","284800","284800","284800","284800","284800","284800"
"66","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","180800","499200","499200","499200","499200","499200","499200","288000","288000","288000","288000","288000","288000"
"67","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","182400","505600","505600","505600","505600","505600","505600","291200","291200","291200","291200","291200","291200"
"68","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","184000","512000","512000","512000","512000","512000","512000","294400","294400","294400","294400","294400","294400"
"69","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","185600","518400","518400","518400","518400","518400","518400","297600","297600","297600","297600","297600","297600"
"70","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","187200","524800","524800","524800","524800","524800","524800","300800","300800","300800","300800","300800","300800"
"71","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","188800","531200","531200","531200","531200","531200","531200","304000","304000","304000","304000","304000","304000"
"72","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","190400","537600","537600","537600","537600","537600","537600","307200","307200","307200","307200","307200","307200"
"73","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","192000","544000","544000","544000","544000","544000","544000","310400","310400","310400","310400","310400","310400"
"74","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","193600","550400","550400","550400","550400","550400","550400","313600","313600","313600","313600","313600","313600"
"75","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","195200","556800","556800","556800","556800","556800","556800","316800","316800","316800","316800","316800","316800"
"76","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","196800","563200","563200","563200","563200","563200","563200","320000","320000","320000","320000","320000","320000"
"77","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","198400","569600","569600","569600","569600","569600","569600","323200","323200","323200","323200","323200","323200"
"78","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","200000","576000","576000","576000","576000","576000","576000","326400","326400","326400","326400","326400","326400"
"79","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","201600","582400","582400","582400","582400","582400","582400","329600","329600","329600","329600","329600","329600"
"80","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","203200","588800","588800","588800","588800","588800","588800","332800","332800","332800","332800","332800","332800"
"81","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","204800","595200","595200","595200","595200","595200","595200","336000","336000","336000","336000","336000","336000"
"82","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","206400","601600","601600","601600","601600","601600","601600","339200","339200","339200","339200","339200","339200"
"83","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","208000","608000","608000","608000","608000","608000","608000","342400","342400","342400","342400","342400","342400"
"84","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","209600","614400","614400","614400","614400","614400","614400","345600","345600","345600","345600","345600","345600"
